ああ言えばこう言う　　　　　　　　　　　ああいえばこういう　　　　　　　　　　　,D W.  N  ,
火の海になる　　　　　　　　　　　　　　ひのうみになる　　　　　　　　　　　　　,D R.  NM ,
日の落ちる　　　　　　　　　　　　　　　ひのおちる　　　　　　　　　　　　　　　,R  .     ,
火の消えたよう　　　　　　　　　　　　　ひのきえたよう　　　　　　　　　　　　　,C  .  N  ,
檜舞台　　　　　　　　　　　　　　　　　ひのきぶたい　　　　　　　　　　　　　　,N  .  P  ,
ひのき舞台に立つ　　　　　　　　　　　　ひのきぶたいにたつ　　　　　　　　　　　,D T.  PM ,
ひのき舞台を踏む　　　　　　　　　　　　ひのきぶたいをふむ　　　　　　　　　　　,D M.  PM ,
火の車　　　　　　　　　　　　　　　　　ひのくるま　　　　　　　　　　　　　　　,C  .  N  ,
火の粉が掛かる　　　　　　　　　　　　　ひのこがかかる　　　　　　　　　　　　　,D R.  NM ,
火の粉が降り掛かる　　　　　　　　　　　ひのこがふりかかる　　　　　　　　　　　,D R.  NM ,
日の差す　　　　　　　　　　　　　　　　ひのさす　　　　　　　　　　　　　　　　,R S.   M ,
火の付いたよう　　　　　　　　　　　　　ひのついたよう　　　　　　　　　　　　　,C  .  N  ,
日の出　　　　　　　　　　　　　　　　　ひので　　　　　　　　　　　　　　　　　,N 1.     ,
火の手が上がる　　　　　　　　　　　　　ひのてがあがる　　　　　　　　　　　　　,D R.  NM ,
日の出の勢い　　　　　　　　　　　　　　ひのでのいきおい　　　　　　　　　　　　,C  .  P  ,
火の出るよう　　　　　　　　　　　　　　ひのでるよう　　　　　　　　　　　　　　,C  .     ,
火の通る　　　　　　　　　　　　　　　　ひのとおる　　　　　　　　　　　　　　　,D R.  PM ,
火のない所に煙は立たず　　　　　　　　　ひのないところにけむりはたたず　　　　　,C  .  N  ,
火の中水の中　　　　　　　　　　　　　　ひのなかみずのなか　　　　　　　　　　　,F Y.  P  ,
日の丸　　　　　　　　　　　　　　　　　ひのまる　　　　　　　　　　　　　　　　,N 1.     ,
日の目を見る　　　　　　　　　　　　　　ひのめをみる　　　　　　　　　　　　　　,D 1.  PM ,
火のように　　　　　　　　　　　　　　　ひのように　　　　　　　　　　　　　　　,F Y.     ,
火花が散る　　　　　　　　　　　　　　　ひばながちる　　　　　　　　　　　　　　,D R.  NM ,
火花の飛び散る　　　　　　　　　　　　　ひばながとびちる　　　　　　　　　　　　,D 1.  NM ,
火花が飛び散る　　　　　　　　　　　　　ひばながとびちる　　　　　　　　　　　　,D 1.  NM ,
火花が飛ぶ　　　　　　　　　　　　　　　ひばながとぶ　　　　　　　　　　　　　　,D B.  NM ,
火花の散る　　　　　　　　　　　　　　　ひばなのちる　　　　　　　　　　　　　　,D R.  NM ,
火花を散らす　　　　　　　　　　　　　　ひばなをちらす　　　　　　　　　　　　　,D S.  NM ,
批判が高まる　　　　　　　　　　　　　　ひはんがたかまる　　　　　　　　　　　　,D R.  NM ,
批判にさらされる　　　　　　　　　　　　ひはんにさらされる　　　　　　　　　　　,DI1.  NM ,
批判に耐える　　　　　　　　　　　　　　ひはんにたえる　　　　　　　　　　　　　,D 1.  PM ,
批判の声が上がる　　　　　　　　　　　　ひはんのこえがあがる　　　　　　　　　　,D R.  NM ,
批判を浴びる　　　　　　　　　　　　　　ひはんをあびる　　　　　　　　　　　　　,D 1.  NM ,
批判をかわす　　　　　　　　　　　　　　ひはんをかわす　　　　　　　　　　　　　,D S.  PI ,
批判を呼ぶ　　　　　　　　　　　　　　　ひはんをよぶ　　　　　　　　　　　　　　,D B.  NM ,
ひびが入る　　　　　　　　　　　　　　　ひびがはいる　　　　　　　　　　　　　　,D R.  NM ,
日々是好日　　　　　　　　　　　　　　　ひびこれこうじつ　　　　　　　　　　　　,C  .  P  ,
日々に新なり　　　　　　　　　　　　　　ひびにあらたなり　　　　　　　　　　　　,C  .  P  ,
日々の糧にする　　　　　　　　　　　　　ひびのかてにする　　　　　　　　　　　　,D 5.  PI ,
批評にさらされている　　　　　　　　　　ひひょうにさらされている　　　　　　　　,DI1.  NM ,
ひびを入れる　　　　　　　　　　　　　　ひびをいれる　　　　　　　　　　　　　　,D 1.  NI ,
火蓋が切って落とされる　　　　　　　　　ひぶたがきっておとされる　　　　　　　　,D 1.  NM ,
火蓋が切られる　　　　　　　　　　　　　ひぶたがきられる　　　　　　　　　　　　,D 1.   M ,
火蓋の切られる　　　　　　　　　　　　　ひぶたのきられる　　　　　　　　　　　　,R  .     ,
火蓋を切って落とす　　　　　　　　　　　ひぶたをきっておとす　　　　　　　　　　,D S.   I ,
火蓋を切る　　　　　　　　　　　　　　　ひぶたをきる　　　　　　　　　　　　　　,D R.   I ,
日干しにする　　　　　　　　　　　　　　ひぼしにする　　　　　　　　　　　　　　,D 5.  NI ,
日干しになる　　　　　　　　　　　　　　ひぼしになる　　　　　　　　　　　　　　,D R.  NM ,
暇がある　　　　　　　　　　　　　　　　ひまがある　　　　　　　　　　　　　　　,D R.   M ,
暇が要る　　　　　　　　　　　　　　　　ひまがいる　　　　　　　　　　　　　　　,D R.  NM ,
暇が掛かる　　　　　　　　　　　　　　　ひまがかかる　　　　　　　　　　　　　　,D R.  NM ,
暇が出る　　　　　　　　　　　　　　　　ひまがでる　　　　　　　　　　　　　　　,D 1.  NM ,
暇さえあれば　　　　　　　　　　　　　　ひまさえあれば　　　　　　　　　　　　　,F Y.     ,
暇に飽かして　　　　　　　　　　　　　　ひまにあかして　　　　　　　　　　　　　,F Y.  N  ,
暇に飽かす　　　　　　　　　　　　　　　ひまにあかす　　　　　　　　　　　　　　,D S.  NI ,
暇になる　　　　　　　　　　　　　　　　ひまになる　　　　　　　　　　　　　　　,D R.  NM ,
暇に任せて　　　　　　　　　　　　　　　ひまにまかせて　　　　　　　　　　　　　,F Y.  N  ,
暇に任せる　　　　　　　　　　　　　　　ひまにまかせる　　　　　　　　　　　　　,D 1.   I ,
暇を与える　　　　　　　　　　　　　　　ひまをあたえる　　　　　　　　　　　　　,D 1.  NI ,
暇を割く　　　　　　　　　　　　　　　　ひまをさく　　　　　　　　　　　　　　　,D K.   I ,
暇を出す　　　　　　　　　　　　　　　　ひまをだす　　　　　　　　　　　　　　　,D S.  NI ,
暇を作る　　　　　　　　　　　　　　　　ひまをつくる　　　　　　　　　　　　　　,D R.   M ,
暇を潰す　　　　　　　　　　　　　　　　ひまをつぶす　　　　　　　　　　　　　　,D S.   I ,
暇を取る　　　　　　　　　　　　　　　　ひまをとる　　　　　　　　　　　　　　　,D R.  NI ,いとま
暇を盗む　　　　　　　　　　　　　　　　ひまをぬすむ　　　　　　　　　　　　　　,D M.   I ,
暇を見つけて　　　　　　　　　　　　　　ひまをみつけて　　　　　　　　　　　　　,F Y.  P  ,
暇を見る　　　　　　　　　　　　　　　　ひまをみる　　　　　　　　　　　　　　　,D 1.   I ,
暇を持て余す　　　　　　　　　　　　　　ひまをもてあます　　　　　　　　　　　　,D S.  NM ,
暇をもらう　　　　　　　　　　　　　　　ひまをもらう　　　　　　　　　　　　　　,D W.   I ,
暇をやる　　　　　　　　　　　　　　　　ひまをやる　　　　　　　　　　　　　　　,D R.  NI ,
秘密がばれる　　　　　　　　　　　　　　ひみつがばれる　　　　　　　　　　　　　,D 1.  NM ,
秘密に迫る　　　　　　　　　　　　　　　ひみつにせまる　　　　　　　　　　　　　,DIR.  NM ,
秘密を暴く　　　　　　　　　　　　　　　ひみつをあばく　　　　　　　　　　　　　,D K.   I ,
秘密を打ち明ける　　　　　　　　　　　　ひみつをうちあける　　　　　　　　　　　,D 1.   I ,
秘密を握る　　　　　　　　　　　　　　　ひみつをにぎる　　　　　　　　　　　　　,D R.   I ,
秘密をのぞく　　　　　　　　　　　　　　ひみつをのぞく　　　　　　　　　　　　　,D K.   I ,
秘密をばらす　　　　　　　　　　　　　　ひみつをばらす　　　　　　　　　　　　　,D S.  NI ,
秘密を漏らす　　　　　　　　　　　　　　ひみつをもらす　　　　　　　　　　　　　,D S.  NI ,
悲鳴が上がる　　　　　　　　　　　　　　ひめいがあがる　　　　　　　　　　　　　,D R.  NM ,
悲鳴が聞こえる　　　　　　　　　　　　　ひめいがきこえる　　　　　　　　　　　　,D 1.  NM ,
悲鳴を上げる　　　　　　　　　　　　　　ひめいをあげる　　　　　　　　　　　　　,D 1.  NI ,
ひも付き　　　　　　　　　　　　　　　　ひもつき　　　　　　　　　　　　　　　　,C  .  N  ,
ひもを締める　　　　　　　　　　　　　　ひもをしめる　　　　　　　　　　　　　　,D 1.   I ,
冷や汗が出る　　　　　　　　　　　　　　ひやあせがでる　　　　　　　　　　　　　,D 1.  NM ,
冷や汗をかく　　　　　　　　　　　　　　ひやあせをかく　　　　　　　　　　　　　,D K.  NM ,
百害あって一利なし　　　　　　　　　　　ひゃくがいあっていちりなし　　　　　　　,C  .  N  ,
百見は一聞にしかず　　　　　　　　　　　ひゃくけんはいっぶんにしかず　　　　　　,C  .  N  ,
百獣の王　　　　　　　　　　　　　　　　ひゃくじゅうのおう　　　　　　　　　　　,C  .     ,
百に一つ　　　　　　　　　　　　　　　　ひゃくにひとつ　　　　　　　　　　　　　,C  .  N  ,
百年河清をまつ　　　　　　　　　　　　　ひゃくねんかせいをまつ　　　　　　　　　,D T.  NM ,
百年の計を固める　　　　　　　　　　　　ひゃくねんのけいをかためる　　　　　　　,D 1.  PI ,
百年の恋も一時にさめる　　　　　　　　　ひゃくねんのこいもいちじにさめる　　　　,D 1.  NM ,
百年の不作　　　　　　　　　　　　　　　ひゃくねんのふさく　　　　　　　　　　　,C  .  N  ,
百年目　　　　　　　　　　　　　　　　　ひゃくねんめ　　　　　　　　　　　　　　,C  .     ,
百聞は一見にしかず　　　　　　　　　　　ひゃくぶんはいっけんにしかず　　　　　　,C  .  N  ,
百も承知　　　　　　　　　　　　　　　　ひゃくもしょうち　　　　　　　　　　　　,C  .  P  ,
百薬の長　　　　　　　　　　　　　　　　ひゃくやくのちょう　　　　　　　　　　　,C  .  P  ,
飛躍を遂げる　　　　　　　　　　　　　　ひやくをとげる　　　　　　　　　　　　　,D 1.  PM ,
飛躍を目指す　　　　　　　　　　　　　　ひやくをめざす　　　　　　　　　　　　　,D S.  PI ,
百歩譲って　　　　　　　　　　　　　　　ひゃっぽゆずって　　　　　　　　　　　　,F Y.     ,
冷や水を浴びせられる　　　　　　　　　　ひやみずをあびせられる　　　　　　　　　,D 1.  NM ,
冷や水を掛けられる　　　　　　　　　　　ひやみずをかけられる　　　　　　　　　　,D 1.  NM ,
冷や飯を食わされる　　　　　　　　　　　ひやめしをくわされる　　　　　　　　　　,D 1.  NM ,
冷や飯をくわせる　　　　　　　　　　　　ひやめしをくわせる　　　　　　　　　　　,D 1.  NI ,
ヒューズが飛ぶ　　　　　　　　　　　　　ひゅーずがとぶ　　　　　　　　　　　　　,D B.  NM ,
病院を転々と　　　　　　　　　　　　　　びょういんをてんてんと　　　　　　　　　,F Y.  N  ,
票が開く　　　　　　　　　　　　　　　　ひょうがあく　　　　　　　　　　　　　　,D K.   M ,
費用が浮く　　　　　　　　　　　　　　　ひようがうく　　　　　　　　　　　　　　,D K.  PM ,
費用が掛かる　　　　　　　　　　　　　　ひようがかかる　　　　　　　　　　　　　,D R.  NM ,
費用がかさむ　　　　　　　　　　　　　　ひようがかさむ　　　　　　　　　　　　　,D M.  NM ,
評価が高い　　　　　　　　　　　　　　　ひょうかがたかい　　　　　　　　　　　　,K  .  P  ,
評価が分かれる　　　　　　　　　　　　　ひょうかがわかれる　　　　　　　　　　　,D 1.   M ,
費用が助かる　　　　　　　　　　　　　　ひようがたすかる　　　　　　　　　　　　,D R.  PM ,
票が伸びる　　　　　　　　　　　　　　　ひようがのびる　　　　　　　　　　　　　,D 1.  PM ,
評価の分かれる　　　　　　　　　　　　　ひょうかのわかれる　　　　　　　　　　　,D 1.   M ,
票が割れる　　　　　　　　　　　　　　　ひょうがわれる　　　　　　　　　　　　　,D 1.  NM ,
評価を受ける　　　　　　　　　　　　　　ひょうかをうける　　　　　　　　　　　　,D 1.   M ,
評価を得る　　　　　　　　　　　　　　　ひょうかをえる　　　　　　　　　　　　　,D 1.  PM ,
評価を下す　　　　　　　　　　　　　　　ひょうかをくだす　　　　　　　　　　　　,D S.   I ,
病気が改まる　　　　　　　　　　　　　　びょうきがあらたまる　　　　　　　　　　,D R.  PM ,
病気がうつる　　　　　　　　　　　　　　びょうきがうつる　　　　　　　　　　　　,D R.  NM ,
病気が治る　　　　　　　　　　　　　　　びょうきがなおる　　　　　　　　　　　　,D R.  PM ,
けがが治る　　　　　　　　　　　　　　　びょうきがなおる　　　　　　　　　　　　,D R.  PM ,
病気に掛かる　　　　　　　　　　　　　　びょうきにかかる　　　　　　　　　　　　,DIR.  NM ,
病気になる　　　　　　　　　　　　　　　びょうきになる　　　　　　　　　　　　　,DIR.  NM ,
病気を押して　　　　　　　　　　　　　　びょうきをおして　　　　　　　　　　　　,F Y.  NI ,
病気を抱える　　　　　　　　　　　　　　びょうきをかかえる　　　　　　　　　　　,D 1.  NM ,
病気を治す　　　　　　　　　　　　　　　びょうきをなおす　　　　　　　　　　　　,D S.  PI ,
表現が硬い　　　　　　　　　　　　　　　ひょうげんがかたい　　　　　　　　　　　,K  .  N  ,
表現が熟していない　　　　　　　　　　　ひょうげんがじゅくしていない　　　　　　,D 7.  N  ,
表現を選ぶ　　　　　　　　　　　　　　　ひょうげんをえらぶ　　　　　　　　　　　,D B.  PI ,
表現を和らげる　　　　　　　　　　　　　ひょうげんをやわらげる　　　　　　　　　,D 1.  PI ,
標高を測る　　　　　　　　　　　　　　　ひょうこうをはかる　　　　　　　　　　　,D R.   I ,
氷山の一角　　　　　　　　　　　　　　　ひょうざんのいっかく　　　　　　　　　　,C  .  N  ,
拍子が外れる　　　　　　　　　　　　　　ひょうしがはずれる　　　　　　　　　　　,D 1.  NM ,
拍子抜けする　　　　　　　　　　　　　　ひょうしぬけする　　　　　　　　　　　　,D 4.  NM ,
標準を合わせる　　　　　　　　　　　　　ひょうじゅんをあわせる　　　　　　　　　,D 1.  PI ,
標準を絞る　　　　　　　　　　　　　　　ひょうじゅんをしぼる　　　　　　　　　　,D R.  PI ,
表情が明るい　　　　　　　　　　　　　　ひょうじょうがあかるい　　　　　　　　　,K  .  P  ,
表情が硬い　　　　　　　　　　　　　　　ひょうじょうがかたい　　　　　　　　　　,K  .  N  ,
表情が曇る　　　　　　　　　　　　　　　ひょうじょうがくもる　　　　　　　　　　,D R.  NM ,
表情が暗い　　　　　　　　　　　　　　　ひょうじょうがくらい　　　　　　　　　　,R  .  N  ,
表情がさえない　　　　　　　　　　　　　ひょうじょうがさえない　　　　　　　　　,D 7.  N  ,
表情が和らぐ　　　　　　　　　　　　　　ひょうじょうがやわらぐ　　　　　　　　　,D G.  P  ,
表情が豊か　　　　　　　　　　　　　　　ひょうじょうがゆたか　　　　　　　　　　,C  .  P  ,
表情が緩む　　　　　　　　　　　　　　　ひょうじょうがゆるむ　　　　　　　　　　,D M.  PM ,
表彰台に上がる　　　　　　　　　　　　　ひょうしょうだいにあがる　　　　　　　　,DIR.  PM ,
表彰台に立つ　　　　　　　　　　　　　　ひょうしょうだいにたつ　　　　　　　　　,D T.  PM ,
表情に表す　　　　　　　　　　　　　　　ひょうじょうにあらわす　　　　　　　　　,D S.   I ,
病床にある　　　　　　　　　　　　　　　びょうしょうにある　　　　　　　　　　　,D R.  NM ,
病床に就く　　　　　　　　　　　　　　　びょうしょうにつく　　　　　　　　　　　,D K.  NM ,
表情の明るい　　　　　　　　　　　　　　ひょうじょうのあかるい　　　　　　　　　,R  .  P  ,
表情のさえない　　　　　　　　　　　　　ひょうじょうのさえない　　　　　　　　　,D 7.  N  ,
表情を浮かべる　　　　　　　　　　　　　ひょうじょうをうかべる　　　　　　　　　,D 1.   I ,
表情を変える　　　　　　　　　　　　　　ひょうじょうをかえる　　　　　　　　　　,D 1.  PI ,
表情を見せる　　　　　　　　　　　　　　ひょうじょうをみせる　　　　　　　　　　,D 1.  PM ,
表情を緩める　　　　　　　　　　　　　　ひょうじょうをゆるめる　　　　　　　　　,D 1.  P  ,
表紙を飾る　　　　　　　　　　　　　　　ひょうしをかざる　　　　　　　　　　　　,D R.  PI ,
拍子を取る　　　　　　　　　　　　　　　ひょうしをとる　　　　　　　　　　　　　,D R.   I ,
平仄が合わない　　　　　　　　　　　　　ひょうそくがあわない　　　　　　　　　　,D 7.  NM ,
平仄を合わせる　　　　　　　　　　　　　ひょうそくをあわせる　　　　　　　　　　,D 1.  PM ,甘利明幹事長が使っていた。
氷炭相容れず　　　　　　　　　　　　　　ひょうたんあいいれず　　　　　　　　　　,C  .  N  ,
ひょうたんから駒　　　　　　　　　　　　ひょうたんからこま　　　　　　　　　　　,C  .  P  ,
ひょうたんから駒が出る　　　　　　　　　ひょうたんからこまがでる　　　　　　　　,D 1.  PM ,
費用に充てる　　　　　　　　　　　　　　ひようにあてる　　　　　　　　　　　　　,DI1.  PI ,
病人をみとる　　　　　　　　　　　　　　びょうにんをみとる　　　　　　　　　　　,D R.   I ,
票の割れる　　　　　　　　　　　　　　　ひょうのわれる　　　　　　　　　　　　　,R 1.  NM ,
評判が上がる　　　　　　　　　　　　　　ひょうばんがあがる　　　　　　　　　　　,D R.  PM ,
評判がいい　　　　　　　　　　　　　　　ひょうばんがいい　　　　　　　　　　　　,K  .  P  ,
評判が高い　　　　　　　　　　　　　　　ひょうばんがたかい　　　　　　　　　　　,K  .  P  ,
評判が立つ　　　　　　　　　　　　　　　ひょうばんがたつ　　　　　　　　　　　　,D T.  PM ,
評判が悪い　　　　　　　　　　　　　　　ひょうばんがわるい　　　　　　　　　　　,K  .  N  ,
評判になる　　　　　　　　　　　　　　　ひょうばんになる　　　　　　　　　　　　,D R.  PM ,
評判を上げる　　　　　　　　　　　　　　ひょうばんをあげる　　　　　　　　　　　,D 1.  PI ,
評判を得る　　　　　　　　　　　　　　　ひょうばんをえる　　　　　　　　　　　　,D 1.  PM ,
評判を落とす　　　　　　　　　　　　　　ひょうばんをおとす　　　　　　　　　　　,D S.  NM ,
評判を取る　　　　　　　　　　　　　　　ひょうばんをとる　　　　　　　　　　　　,D R.  PI ,
評判を呼ぶ　　　　　　　　　　　　　　　ひょうばんをよぶ　　　　　　　　　　　　,D B.  PM ,
標本を採る　　　　　　　　　　　　　　　ひょうほんをとる　　　　　　　　　　　　,D R.   I ,
病魔が襲う　　　　　　　　　　　　　　　びょうまがおそう　　　　　　　　　　　　,D W.  NM ,
病魔との闘い　　　　　　　　　　　　　　びょうまとのたたかい　　　　　　　　　　,C  .     ,
病魔に侵される　　　　　　　　　　　　　びょうまにおかされる　　　　　　　　　　,D 1.  NM ,
病魔に襲われる　　　　　　　　　　　　　びょうまにおそわれる　　　　　　　　　　,D 1.  NM ,
病魔を押して　　　　　　　　　　　　　　びょうまをおして　　　　　　　　　　　　,F Y.  N  ,
秒読み　　　　　　　　　　　　　　　　　ひょうよみ　　　　　　　　　　　　　　　,C  .     ,
秒読みに入る　　　　　　　　　　　　　　びょうよみにはいる　　　　　　　　　　　,D R.   M ,
票を入れる　　　　　　　　　　　　　　　ひょうをいれる　　　　　　　　　　　　　,D 1.  PI ,
費用を浮かす　　　　　　　　　　　　　　ひようをうかす　　　　　　　　　　　　　,D S.  PI ,
費用を抑える　　　　　　　　　　　　　　ひようをおさえる　　　　　　　　　　　　,D 1.  PI ,
費用を掛ける　　　　　　　　　　　　　　ひようをかける　　　　　　　　　　　　　,D 1.  NI ,
票を食う　　　　　　　　　　　　　　　　ひょうをくう　　　　　　　　　　　　　　,D W.   M ,
費用を請求する　　　　　　　　　　　　　ひようをせいきゅうする　　　　　　　　　,D 4.  PI ,
費用を出す　　　　　　　　　　　　　　　ひようをだす　　　　　　　　　　　　　　,D S.  PI ,
票を投じる　　　　　　　　　　　　　　　ひょうをとうじる　　　　　　　　　　　　,D 1.   I ,
票を伸ばす　　　　　　　　　　　　　　　ひょうをのばす　　　　　　　　　　　　　,D S.  PM ,
費用を負担する　　　　　　　　　　　　　ひようをふたんする　　　　　　　　　　　,D 4.  PI ,
費用を賄う　　　　　　　　　　　　　　　ひようをまかなう　　　　　　　　　　　　,D W.  PI ,
費用を持つ　　　　　　　　　　　　　　　ひようをもつ　　　　　　　　　　　　　　,D T.  PI ,
票を読む　　　　　　　　　　　　　　　　ひょうをよむ　　　　　　　　　　　　　　,D M.   I ,
票を分ける　　　　　　　　　　　　　　　ひょうをわける　　　　　　　　　　　　　,D 1.   M ,
ひょっとすると　　　　　　　　　　　　　ひょっとすると　　　　　　　　　　　　　,F Y.     ,
平謝りに謝る　　　　　　　　　　　　　　ひらあやまりにあやまる　　　　　　　　　,D R.   I ,
開けた人　　　　　　　　　　　　　　　　ひらけたひと　　　　　　　　　　　　　　,C  .  P  ,
平たい言葉　　　　　　　　　　　　　　　ひらたいことば　　　　　　　　　　　　　,N  .     ,
平たく言えば　　　　　　　　　　　　　　ひらたくいえば　　　　　　　　　　　　　,F Y.     ,
ピリオドを打つ　　　　　　　　　　　　　ぴりおどをうつ　　　　　　　　　　　　　,D T.  PI ,
ピリピリした空気　　　　　　　　　　　　ぴりぴりしたくうき　　　　　　　　　　　,N 1.  N  ,
微力ながら　　　　　　　　　　　　　　　びりょくながら　　　　　　　　　　　　　,F Y.     ,
ビルが建つ　　　　　　　　　　　　　　　びるがたつ　　　　　　　　　　　　　　　,D T.  PM ,
昼なお暗い　　　　　　　　　　　　　　　ひるなおくらい　　　　　　　　　　　　　,K  .  N  ,
ビルの谷間　　　　　　　　　　　　　　　びるのたにま　　　　　　　　　　　　　　,N  .     ,
昼を欺く　　　　　　　　　　　　　　　　ひるをあざむく　　　　　　　　　　　　　,R  .  P  ,
非礼を謝る　　　　　　　　　　　　　　　ひれいをあやまる　　　　　　　　　　　　,D R.   I ,
疲労による　　　　　　　　　　　　　　　ひろうによる　　　　　　　　　　　　　　,R  .  NM ,因る
疲労の色が濃い　　　　　　　　　　　　　ひろうのいろがこい　　　　　　　　　　　,K  .  N  ,
疲労の色を隠せない　　　　　　　　　　　ひろうのいろをかくせない　　　　　　　　,D 7.  NM ,
疲労の色を濃くする　　　　　　　　　　　ひろうのいろをこくする　　　　　　　　　,D 4.  NM ,
疲労の極み　　　　　　　　　　　　　　　ひろうのきわみ　　　　　　　　　　　　　,C  .  N  ,
広がりを見せる　　　　　　　　　　　　　ひろがりをみせる　　　　　　　　　　　　,D 1.  PM ,
非を暴く　　　　　　　　　　　　　　　　ひをあばく　　　　　　　　　　　　　　　,D K.  PI ,
日を改めて　　　　　　　　　　　　　　　ひをあらためて　　　　　　　　　　　　　,F Y.     ,
日を改める　　　　　　　　　　　　　　　ひをあらためる　　　　　　　　　　　　　,D 1.   I ,
火を入れる　　　　　　　　　　　　　　　ひをいれる　　　　　　　　　　　　　　　,D 1.   I ,
非を感じる　　　　　　　　　　　　　　　ひをうかんじる　　　　　　　　　　　　　,D 1.  NM ,
非を打つ　　　　　　　　　　　　　　　　ひをうつ　　　　　　　　　　　　　　　　,D T.  PI ,
日を追うごとに　　　　　　　　　　　　　ひをおうごとに　　　　　　　　　　　　　,F Y.     ,
日を送る　　　　　　　　　　　　　　　　ひをおくる　　　　　　　　　　　　　　　,F Y.   M ,
火をおこす　　　　　　　　　　　　　　　ひをおこす　　　　　　　　　　　　　　　,D S.   I ,
日を追って　　　　　　　　　　　　　　　ひをおって　　　　　　　　　　　　　　　,F T.     ,
火を落とす　　　　　　　　　　　　　　　ひをおとす　　　　　　　　　　　　　　　,D S.   I ,
日を限る　　　　　　　　　　　　　　　　ひをかぎる　　　　　　　　　　　　　　　,D R.   M ,
火を掛ける　　　　　　　　　　　　　　　ひをかける　　　　　　　　　　　　　　　,D 1.  NI ,放火
日を重ねる　　　　　　　　　　　　　　　ひをかさねる　　　　　　　　　　　　　　,D 1.   I ,
非を飾る　　　　　　　　　　　　　　　　ひをかざる　　　　　　　　　　　　　　　,D R.  NI ,
火を貸す　　　　　　　　　　　　　　　　ひをかす　　　　　　　　　　　　　　　　,D S.  PI ,
火を消さないよう　　　　　　　　　　　　ひをけさないよう　　　　　　　　　　　　,C  .  PI ,
火を失する　　　　　　　　　　　　　　　ひをしっする　　　　　　　　　　　　　　,D 5.  NM ,
火をたく　　　　　　　　　　　　　　　　ひをたく　　　　　　　　　　　　　　　　,D K.   I ,
火を出す　　　　　　　　　　　　　　　　ひをだす　　　　　　　　　　　　　　　　,D S.  NM ,
火を散らす　　　　　　　　　　　　　　　ひをちらす　　　　　　　　　　　　　　　,D S.  NM ,
火を付ける　　　　　　　　　　　　　　　ひをつける　　　　　　　　　　　　　　　,D 1.   I ,
火を通す　　　　　　　　　　　　　　　　ひをとおす　　　　　　　　　　　　　　　,D S.   I ,
灯をともす　　　　　　　　　　　　　　　ひをともす　　　　　　　　　　　　　　　,D S.   M ,
非を鳴らす　　　　　　　　　　　　　　　ひをならす　　　　　　　　　　　　　　　,D S.  NI ,
火を吐く　　　　　　　　　　　　　　　　ひをはく　　　　　　　　　　　　　　　　,D K.     ,
火を放つ　　　　　　　　　　　　　　　　ひをはなつ　　　　　　　　　　　　　　　,D T.  NI ,
火を噴く　　　　　　　　　　　　　　　　ひをふく　　　　　　　　　　　　　　　　,D K.   M ,
日を経る　　　　　　　　　　　　　　　　ひをへる　　　　　　　　　　　　　　　　,D 1.     ,
日をまたぐ　　　　　　　　　　　　　　　ひをまたぐ　　　　　　　　　　　　　　　,D G.   M ,
非を認める　　　　　　　　　　　　　　　ひをみとめる　　　　　　　　　　　　　　,D 1.  PI ,
火を見るより明らか　　　　　　　　　　　ひをみるよりあきらか　　　　　　　　　　,C  .     ,明白
火を見るよりも明らか　　　　　　　　　　ひをみるよりもあきらか　　　　　　　　　,C  .     ,明白
品位が上がる　　　　　　　　　　　　　　ひんいがあがる　　　　　　　　　　　　　,D R.  PM ,
品位がある　　　　　　　　　　　　　　　ひんいがある　　　　　　　　　　　　　　,D R.  PM ,
品位が下がる　　　　　　　　　　　　　　ひんいがさがる　　　　　　　　　　　　　,D R.  NM ,
品位が高い　　　　　　　　　　　　　　　ひんいがたかい　　　　　　　　　　　　　,K  .  P  ,
品位がない　　　　　　　　　　　　　　　ひんいがない　　　　　　　　　　　　　　,K  .  N  ,
品位に欠ける　　　　　　　　　　　　　　ひんいにかける　　　　　　　　　　　　　,D 1.  NM ,
品位を落とす　　　　　　　　　　　　　　ひんいをおとす　　　　　　　　　　　　　,D S.  NM ,
品位を保つ　　　　　　　　　　　　　　　ひんいをたもつ　　　　　　　　　　　　　,D T.  PI ,
品格が問われる　　　　　　　　　　　　　ひんかくがとわれる　　　　　　　　　　　,D 1.  NM ,
ピンからキリまで　　　　　　　　　　　　ぴんからきりまで　　　　　　　　　　　　,F Y.     ,全て
貧困にあえぐ　　　　　　　　　　　　　　ひんこんにあえぐ　　　　　　　　　　　　,D G.  NM ,
貧困に苦しむ　　　　　　　　　　　　　　ひんこんにくるしむ　　　　　　　　　　　,D M.  NM ,
品質を落とす　　　　　　　　　　　　　　ひんしつをおとす　　　　　　　　　　　　,D S.  NM ,
貧者の一灯　　　　　　　　　　　　　　　ひんじゃのいっとう　　　　　　　　　　　,C  .  P  ,
ひんしゅくを買う　　　　　　　　　　　　ひんしゅくをかう　　　　　　　　　　　　,D W.  NM ,
貧すれば鈍する　　　　　　　　　　　　　ひんすればどんする　　　　　　　　　　　,D 5.  NM ,
びんたが飛ぶ　　　　　　　　　　　　　　びんたがとぶ　　　　　　　　　　　　　　,D B.  NM ,
びんたを飛ばす　　　　　　　　　　　　　びんたをとばす　　　　　　　　　　　　　,D S.  NI ,
